id,City,State,District,Density,Latitude,Longitude,Rating,Number of Reviews
Hospital #534,Rewari,Haryana,Rewari,562.0,28.23373437279,76.67322349029165,4.5,200
Hospital #535,Rewari,Haryana,Rewari,562.0,28.08921602663872,76.52369179045719,3.6,485
Hospital #536,Rewari,Haryana,Rewari,562.0,28.269062370011973,77.19558211797599,3.9,17
Hospital #537,Rohtak,Haryana,Rohtak,607.0,28.91347251103057,76.568252412167,4.4,240
Hospital #538,Rohtak,Haryana,Rohtak,607.0,28.913249854228617,76.66386757174652,4.4,1319
Hospital #539,Sirsa,Haryana,Sirsa,303.0,29.540958327464885,75.0350403944744,4.8,1173
Hospital #540,Sirsa,Haryana,Sirsa,303.0,29.53577616180183,75.01876676788457,4.9,421
Hospital #541,Sohna,Haryana,Gurugram,1241.0,28.21977514197645,77.22727491649943,3.9,44
Hospital #542,Sonepat,Haryana,Sonipat,697.0,29.146156702934483,76.83925105429428,3.3,271
Hospital #543,Yamuna Nagar,Haryana,Yamunanagar,687.0,30.13922041421973,77.29068774306324,4.3,860
Hospital #544,Yamuna Nagar,Haryana,Yamunanagar,687.0,30.07755055244868,77.2730548779594,2.9,69
Hospital #545,Bilaspur,Himachal Pradesh,Bilaspur,327.0,31.90776429964552,76.24205796516709,3.9,7
Hospital #545,Bilaspur,Himachal Pradesh,Bilaspur,460.0,31.90776429964552,76.24205796516709,3.9,7
Hospital #546,Bilaspur,Himachal Pradesh,Bilaspur,327.0,31.85335749473278,76.26593815054605,3.0,166
Hospital #546,Bilaspur,Himachal Pradesh,Bilaspur,460.0,31.85335749473278,76.26593815054605,3.0,166
Hospital #547,Kangra,Himachal Pradesh,Kangra,263.0,31.88362363449093,76.31167452674836,4.6,357
Hospital #548,Mandi,Himachal Pradesh,Mandi,253.0,31.71668148904668,76.91376022566432,4.1,229
Hospital #549,Mandi,Himachal Pradesh,Mandi,253.0,31.7141561474196,76.90588130194783,3.6,48
Hospital #550,Mandi,Himachal Pradesh,Mandi,253.0,31.58155110335648,76.96837641986457,4.7,9
Hospital #551,Solan,Himachal Pradesh,Solan,298.0,31.09281679065972,76.86623216576058,4.0,77
Hospital #552,Solan,Himachal Pradesh,Solan,298.0,30.895813289957385,76.70918471555845,4.2,201
Hospital #553,Solan,Himachal Pradesh,Solan,298.0,30.699964043955628,76.62377918048439,3.7,66
Hospital #554,Jammu,Jammu Kashmir,Jammu,596.0,32.7467508723985,74.91541125641766,3.9,254
Hospital #555,Jammu,Jammu Kashmir,Jammu,596.0,32.715637101441246,74.88537918275482,4.3,500
Hospital #556,Jammu,Jammu Kashmir,Jammu,596.0,32.71019674192368,74.93930217127503,3.0,75
Hospital #557,Jammu,Jammu Kashmir,Jammu,596.0,32.78505164125521,74.84160698981135,3.7,384
Hospital #558,Srinagar,Jammu Kashmir,Srinagar,703.0,34.09055863170966,74.77971997405263,4.8,8032
Hospital #559,Srinagar,Jammu Kashmir,Srinagar,703.0,34.054526260413304,74.85378219393411,3.1,231
Hospital #560,Srinagar,Jammu Kashmir,Srinagar,703.0,32.95175829728466,74.93748468279315,4.7,11630
Hospital #561,Bokaro,Jharkhand,Bokaro,716.0,23.64652210423592,86.18142415425861,2.9,73
Hospital #562,Bokaro,Jharkhand,Bokaro,716.0,23.52330301167917,86.19756225786983,2.4,11
Hospital #563,Bokaro,Jharkhand,Bokaro,716.0,23.62841596234592,86.0308229349536,3.5,16
Hospital #564,Bokaro,Jharkhand,Bokaro,716.0,23.669017215402214,86.1430035053196,2.8,261
Hospital #565,Bokaro,Jharkhand,Bokaro,716.0,23.68132961037488,86.14320699659805,4.2,92
Hospital #566,Bokaro,Jharkhand,Bokaro,716.0,23.787515594152715,86.29837067895713,3.6,7
Hospital #567,Bokaro,Jharkhand,Bokaro,716.0,23.89262979238499,86.27695486517798,4.0,7
Hospital #568,Dhanbad,Jharkhand,Dhanbad,1316.0,23.842395904642945,86.43551293960314,3.7,858
Hospital #569,Dhanbad,Jharkhand,Dhanbad,1316.0,23.80926279055272,86.42394052400931,4.0,1217
Hospital #570,Dhanbad,Jharkhand,Dhanbad,1316.0,23.914165817835645,86.52502462284778,4.1,18
Hospital #571,Bangalore,Karnataka,Bangalore Urban,4378.0,13.046756837301396,77.71709100148644,4.0,1135
Hospital #572,Bangalore,Karnataka,Bangalore Urban,4378.0,12.97940604157257,77.50575444862133,4.0,393
Hospital #573,Bangalore,Karnataka,Bangalore Urban,4378.0,12.9410686686838,77.59187534277692,4.6,4792
Hospital #574,Bangalore,Karnataka,Bangalore Urban,4378.0,12.905889341987582,77.58501369184548,4.7,18633
Hospital #575,Bangalore,Karnataka,Bangalore Urban,4378.0,12.936139080782176,77.51216646865467,4.6,6052
Hospital #576,Bangalore,Karnataka,Bangalore Urban,4378.0,12.844232410562988,77.75928543574783,2.4,6
Hospital #577,Bangalore,Karnataka,Bangalore Urban,4378.0,12.994767576963888,77.59656518657061,4.2,160
Hospital #578,Bangalore,Karnataka,Bangalore Urban,4378.0,12.881071715451135,77.59264380371474,4.1,450
Hospital #579,Bangalore,Karnataka,Bangalore Urban,4378.0,12.974714892915207,77.6158194299276,4.0,627
Hospital #580,Bangalore,Karnataka,Bangalore Urban,4378.0,12.902886938080226,77.48334801610152,4.0,147
Hospital #581,Bangalore,Karnataka,Bangalore Urban,4378.0,12.914202597354354,77.58739227571537,3.8,40
Hospital #582,Bangalore,Karnataka,Bangalore Urban,4378.0,13.01670991994558,77.54461523665779,4.6,2863
Hospital #583,Bangalore,Karnataka,Bangalore Urban,4378.0,13.100772446494954,77.17696996187136,3.4,29
Hospital #584,Bangalore,Karnataka,Bangalore Urban,4378.0,13.174487034447791,77.37899246771727,1.8,8
Hospital #585,Bangalore,Karnataka,Bangalore Urban,4378.0,13.10738275871795,77.60033815273982,4.2,567
Hospital #586,Bangalore,Karnataka,Bangalore Urban,4378.0,13.00045597257516,77.56093670250715,4.3,1967
Hospital #587,Bangalore,Karnataka,Bangalore Urban,4378.0,12.88032427989511,77.59104115918124,4.7,1184
Hospital #588,Bangalore,Karnataka,Bangalore Urban,4378.0,13.290130190425891,77.44054001981473,2.5,243
Hospital #589,Bangalore,Karnataka,Bangalore Urban,4378.0,12.981471324119273,77.65096109141852,3.1,320
Hospital #590,Bangalore,Karnataka,Bangalore Urban,4378.0,13.014054764317684,77.65459627685779,4.1,2374
Hospital #591,Bangalore,Karnataka,Bangalore Urban,4378.0,12.884942938676332,77.2509507981793,3.7,7
Hospital #592,Bangalore,Karnataka,Bangalore Urban,4378.0,13.160907858158756,77.78545724434717,4.0,161
Hospital #593,Bangalore,Karnataka,Bangalore Urban,4378.0,12.935006082228892,77.52523049309876,4.1,778
Hospital #594,Bangalore,Karnataka,Bangalore Urban,4378.0,12.963487874610893,77.59812899904522,4.4,323
Hospital #595,Bangalore,Karnataka,Bangalore Urban,4378.0,12.882817447474014,77.5238099092259,2.9,99
Hospital #596,Bangalore,Karnataka,Bangalore Urban,4378.0,13.6061875,77.5117429,3.2,115
Hospital #597,Bangalore,Karnataka,Bangalore Urban,4378.0,12.919302780393092,77.57895830430616,4.8,7920
Hospital #598,Bangalore,Karnataka,Bangalore Urban,4378.0,13.00196954476299,77.59351337612341,4.5,2109
Hospital #599,Bangalore,Karnataka,Bangalore Urban,4378.0,12.956747109106292,77.73993642677011,4.6,18995
Hospital #600,Bangalore,Karnataka,Bangalore Urban,4378.0,12.85847279046925,77.53544835845739,4.3,281
Hospital #601,Bangalore,Karnataka,Bangalore Urban,4378.0,12.943815099497282,77.57990255874675,4.0,132
Hospital #602,Bangalore,Karnataka,Bangalore Urban,4378.0,13.068784206540013,77.62674147391122,4.4,662
Hospital #603,Bangalore,Karnataka,Bangalore Urban,4378.0,12.982039927820438,77.61748572097096,4.1,229
Hospital #604,Bangalore,Karnataka,Bangalore Urban,4378.0,13.057891555463868,77.57841570600155,4.4,1315
Hospital #605,Bangalore,Karnataka,Bangalore Urban,4378.0,12.970024663382253,77.5913734463696,4.3,1367
Hospital #606,Bangalore,Karnataka,Bangalore Urban,4378.0,13.10313048164914,77.67387741055921,4.8,124
Hospital #607,Bangalore,Karnataka,Bangalore Urban,4378.0,13.14128466659276,77.57335498576317,4.3,283
Hospital #608,Bangalore,Karnataka,Bangalore Urban,4378.0,12.901903982745672,77.60182655401017,4.2,1759
Hospital #609,Bangalore,Karnataka,Bangalore Urban,4378.0,12.910838473905166,77.63585215997043,4.5,11764
Hospital #610,Bangalore,Karnataka,Bangalore Urban,4378.0,13.00640857371953,77.55315842126029,4.1,943
Hospital #611,Bangalore,Karnataka,Bangalore Urban,4378.0,13.1143881779992,77.54372856883349,3.9,1176
Hospital #612,Bangalore,Karnataka,Bangalore Urban,4378.0,13.107863478109524,77.62891473429013,3.0,57
Hospital #613,Bangalore,Karnataka,Bangalore Urban,4378.0,13.01308814114044,77.52111569586584,4.7,1785
Hospital #614,Bangalore,Karnataka,Bangalore Urban,4378.0,12.922576042344204,77.53954630218468,4.7,5215
Hospital #615,Bangalore,Karnataka,Bangalore Urban,4378.0,13.096699856590728,77.57217001786016,4.6,1810
Hospital #616,Bangalore,Karnataka,Bangalore Urban,4378.0,12.97065537484738,77.59124273261762,3.7,725
Hospital #617,Bangalore,Karnataka,Bangalore Urban,4378.0,13.007531620379892,77.50940092747689,4.2,201
Hospital #618,Bangalore,Karnataka,Bangalore Urban,4378.0,13.034130842503323,77.53672918961644,4.5,4337
Hospital #619,Bangalore,Karnataka,Bangalore Urban,4378.0,13.106888363943575,77.58252498707398,3.6,54
Hospital #620,Bangalore,Karnataka,Bangalore Urban,4378.0,13.111724352061024,77.53528237923315,4.1,175
Hospital #621,Bangalore,Karnataka,Bangalore Urban,4378.0,13.003438626515376,77.5255203144611,4.2,466
Hospital #622,Bangalore,Karnataka,Bangalore Urban,4378.0,13.23647435542561,77.57532415013375,4.9,2
Hospital #623,Bangalore,Karnataka,Bangalore Urban,4378.0,13.075908146041565,77.57947555311395,4.4,1208
Hospital #624,Bangalore,Karnataka,Bangalore Urban,4378.0,12.991685536194698,77.53164672881918,4.3,1141
Hospital #625,Bangalore,Karnataka,Bangalore Urban,4378.0,12.971732349902716,77.53164150900064,4.4,972
Hospital #626,Bangalore,Karnataka,Bangalore Urban,4378.0,12.876044596879314,77.49950706079221,4.1,1878
Hospital #627,Bangalore,Karnataka,Bangalore Urban,4378.0,12.864023191387323,77.56950116892168,4.3,458
Hospital #628,Bangalore,Karnataka,Bangalore Urban,4378.0,13.299094245688494,77.58676781051778,2.3,103
Hospital #629,Bangalore,Karnataka,Bangalore Urban,4378.0,13.005271459458456,77.51672749675302,3.6,138
Hospital #630,Bangalore,Karnataka,Bangalore Urban,4378.0,12.951842726205196,77.564985056222,3.7,803
Hospital #631,Bangalore,Karnataka,Bangalore Urban,4378.0,13.10484677113222,77.63496995510036,4.3,1916
Hospital #632,Bangalore,Karnataka,Bangalore Urban,4378.0,13.074050496619368,77.52227221380977,3.2,52
Hospital #633,Bangalore,Karnataka,Bangalore Urban,4378.0,13.141557588761042,77.41768807427127,3.3,100
Hospital #634,Bangalore,Karnataka,Bangalore Urban,4378.0,12.883129897672884,77.5653589576294,3.9,32
Hospital #635,Bangalore,Karnataka,Bangalore Urban,4378.0,12.972940424685394,77.46493653265198,3.7,312
Hospital #636,Bangalore,Karnataka,Bangalore Urban,4378.0,12.885146677899453,77.56281074131496,4.4,3492
Hospital #637,Bangalore,Karnataka,Bangalore Urban,4378.0,13.422217410103922,76.96587446743592,5.0,1
Hospital #638,Bangalore,Karnataka,Bangalore Urban,4378.0,13.020456784155908,77.53965773480333,4.5,2018
Hospital #639,Bangalore,Karnataka,Bangalore Urban,4378.0,13.025107431290015,77.53416028172161,4.0,83
Hospital #640,Bangalore,Karnataka,Bangalore Urban,4378.0,13.03028858649864,77.72833149739044,4.7,4761
Hospital #641,Bangalore,Karnataka,Bangalore Urban,4378.0,12.935584113645632,77.55628141124491,3.3,354
Hospital #642,Bangalore,Karnataka,Bangalore Urban,4378.0,13.003067364301188,77.59067916510429,3.7,608
Hospital #643,Bangalore,Karnataka,Bangalore Urban,4378.0,12.909734456403983,77.53986321965647,4.2,348
Hospital #644,Bangalore,Karnataka,Bangalore Urban,4378.0,12.983282855572243,77.51674280400029,4.5,361
Hospital #645,Bangalore,Karnataka,Bangalore Urban,4378.0,13.06352103983728,77.61390968927057,3.2,212
Hospital #646,Bangalore,Karnataka,Bangalore Urban,4378.0,12.81031590959694,77.52103639359397,3.3,78
Hospital #647,Bangalore,Karnataka,Bangalore Urban,4378.0,12.94712566624372,77.47140945742623,4.1,726
Hospital #648,Bangalore,Karnataka,Bangalore Urban,4378.0,13.100134551511374,77.59597775017167,4.0,622
Hospital #649,Bangalore,Karnataka,Bangalore Urban,4378.0,13.050231299551069,77.45975267150979,5.0,1
Hospital #650,Bangalore,Karnataka,Bangalore Urban,4378.0,12.92275464173397,77.64429634943592,4.1,182
Hospital #651,Bangalore,Karnataka,Bangalore Urban,4378.0,12.943647221411515,77.58509198939475,4.1,229
Hospital #652,Bangalore,Karnataka,Bangalore Urban,4378.0,12.966301949794811,77.57453360705397,4.7,675
Hospital #653,Bangalore,Karnataka,Bangalore Urban,4378.0,13.028805691447165,77.54797923945392,4.7,11513
Hospital #654,Bangalore,Karnataka,Bangalore Urban,4378.0,12.92050729078388,77.67865138948342,4.5,570
Hospital #655,Bangalore,Karnataka,Bangalore Urban,4378.0,13.416770025390225,77.7788969029762,5.0,1
Hospital #656,Bangalore,Karnataka,Bangalore Urban,4378.0,13.01308195749894,77.59458685089746,3.8,92
Hospital #657,Bangalore,Karnataka,Bangalore Urban,4378.0,12.976096745656816,77.41021226213999,3.6,146
Hospital #658,Bangalore,Karnataka,Bangalore Urban,4378.0,13.119888437135334,77.62572267770796,3.9,79
Hospital #659,Bangalore,Karnataka,Bangalore Urban,4378.0,12.709497815101637,77.75256476530511,5.0,3
Hospital #660,Bangalore,Karnataka,Bangalore Urban,4378.0,13.13933178102825,77.49829437318878,4.5,98
Hospital #661,Bangalore,Karnataka,Bangalore Urban,4378.0,12.821968578881162,77.56614800989304,4.1,419
Hospital #662,Bangalore,Karnataka,Bangalore Urban,4378.0,12.959756223256004,77.58747789590501,4.1,1019
Hospital #663,Bangalore,Karnataka,Bangalore Urban,4378.0,12.612641662778003,77.4552808795245,4.4,23
Hospital #664,Bangalore,Karnataka,Bangalore Urban,4378.0,13.248930561329846,77.45155216292432,2.7,71
Hospital #665,Bangalore,Karnataka,Bangalore Urban,4378.0,12.880629332639764,77.66537627600358,3.0,122
Hospital #666,Bangalore,Karnataka,Bangalore Urban,4378.0,12.97121431749668,77.59922742026103,3.7,837
Hospital #667,Bangalore,Karnataka,Bangalore Urban,4378.0,13.062203320876897,77.53635255121053,4.7,8150
Hospital #668,Bangalore,Karnataka,Bangalore Urban,4378.0,13.045104304094576,77.5152201319507,4.9,1848
Hospital #669,Bangalore,Karnataka,Bangalore Urban,4378.0,12.873869359670962,77.60526059141601,3.6,1660
Hospital #670,Bangalore,Karnataka,Bangalore Urban,4378.0,12.755360033566973,77.47257977075759,2.8,93
Hospital #671,Bangalore,Karnataka,Bangalore Urban,4378.0,12.9802416700614,77.64029242487854,4.6,1762
Hospital #672,Bangalore,Karnataka,Bangalore Urban,4378.0,12.953532638884322,77.63580384676152,4.0,351
Hospital #673,Bangalore,Karnataka,Bangalore Urban,4378.0,12.927924676297696,77.58662527443889,2.8,220
Hospital #674,Bangalore,Karnataka,Bangalore Urban,4378.0,12.919006885489694,77.5371703700785,2.9,627
Hospital #675,Bangalore,Karnataka,Bangalore Urban,4378.0,13.071043822828845,77.3747108848718,3.6,148
Hospital #676,Bangalore,Karnataka,Bangalore Urban,4378.0,12.956546537188403,77.58081588551823,4.1,229
Hospital #677,Bangalore,Karnataka,Bangalore Urban,4378.0,12.997437451015273,77.66688334504428,4.2,285
Hospital #678,Bangalore,Karnataka,Bangalore Urban,4378.0,12.903138201193196,77.56794528063563,4.6,8018
Hospital #679,Bangalore,Karnataka,Bangalore Urban,4378.0,12.963674179947247,77.53821432816517,4.5,2027
Hospital #680,Bangalore,Karnataka,Bangalore Urban,4378.0,12.777715189766884,77.64017133979617,4.3,1227
Hospital #681,Bangalore,Karnataka,Bangalore Urban,4378.0,12.941465916131255,77.53915147239711,3.5,25
Hospital #682,Bangalore,Karnataka,Bangalore Urban,4378.0,12.975900193825218,77.53090095158656,4.1,664
Hospital #683,Bangalore,Karnataka,Bangalore Urban,4378.0,12.920440553982946,77.65964177076147,3.1,96
Hospital #684,Bangalore,Karnataka,Bangalore Urban,4378.0,13.024353217922208,77.57098777997983,4.1,229
Hospital #685,Bangalore,Karnataka,Bangalore Urban,4378.0,12.98236396225838,77.62236263181538,3.7,697
Hospital #686,Bangalore,Karnataka,Bangalore Urban,4378.0,12.93435516249776,77.57503643711597,4.7,10360
Hospital #687,Bangalore,Karnataka,Bangalore Urban,4378.0,12.889743218915644,77.60052611897048,4.7,19353
Hospital #688,Bangalore,Karnataka,Bangalore Urban,4378.0,12.999995441471544,77.66582646199944,4.7,1894
Hospital #689,Bangalore,Karnataka,Bangalore Urban,4378.0,12.967047828749449,77.23994206142572,2.1,230
Hospital #690,Bangalore,Karnataka,Bangalore Urban,4378.0,12.972605069351168,77.65521367564268,4.3,881
Hospital #691,Bangalore,Karnataka,Bangalore Urban,4378.0,12.883926822112048,77.82422153641713,3.5,47
Hospital #692,Bangalore,Karnataka,Bangalore Urban,4378.0,12.85544369341919,77.46414071594282,4.0,147
Hospital #693,Bangalore,Karnataka,Bangalore Urban,4378.0,12.953628434150405,77.59647759611677,3.9,198
Hospital #694,Bangalore,Karnataka,Bangalore Urban,4378.0,12.961860987698142,77.59589224388979,4.4,129
Hospital #695,Bangalore,Karnataka,Bangalore Urban,4378.0,12.975224728980134,77.50174134561743,3.9,644
Hospital #696,Bangalore,Karnataka,Bangalore Urban,4378.0,12.920186818961458,77.61469759843405,4.4,2044
Hospital #697,Bangalore,Karnataka,Bangalore Urban,4378.0,12.790313224436533,77.63896898077061,3.3,297
Hospital #698,Bangalore,Karnataka,Bangalore Urban,4378.0,12.884621102833076,77.6644990360843,3.2,690
Hospital #699,Bangalore,Karnataka,Bangalore Urban,4378.0,12.877186717253927,77.65580611402108,4.6,759
Hospital #700,Bangalore,Karnataka,Bangalore Urban,4378.0,12.900428179299569,77.62984058637569,4.5,570
Hospital #701,Bangalore,Karnataka,Bangalore Urban,4378.0,12.758706370965854,77.45562903451611,3.0,85
Hospital #702,Bangalore,Karnataka,Bangalore Urban,4378.0,13.235218332599144,77.41380074326744,3.5,8
Hospital #703,Bangalore,Karnataka,Bangalore Urban,4378.0,12.920751480128551,77.56989427380074,4.2,951
Hospital #704,Bangalore,Karnataka,Bangalore Urban,4378.0,13.04478759753653,77.47741173652571,4.6,2239
Hospital #705,Bangalore,Karnataka,Bangalore Urban,4378.0,13.036191223768022,77.64216581547967,4.4,6565
Hospital #706,Bangalore,Karnataka,Bangalore Urban,4378.0,12.92542064542626,77.45577774534075,3.1,126
Hospital #707,Bangalore,Karnataka,Bangalore Urban,4378.0,12.900667920129584,77.56979399913598,3.5,585
Hospital #708,Bangalore,Karnataka,Bangalore Urban,4378.0,13.198855872233576,77.72058426351543,3.8,210
Hospital #709,Bangalore,Karnataka,Bangalore Urban,4378.0,13.001005732013638,77.60764767412508,4.1,229
Hospital #710,Bangalore,Karnataka,Bangalore Urban,4378.0,13.154559991346751,77.41378315385805,4.2,33
Hospital #711,Bangalore,Karnataka,Bangalore Urban,4378.0,12.91881159430849,77.77565935839918,3.9,85
Hospital #712,Bangalore,Karnataka,Bangalore Urban,4378.0,12.881854523215411,77.77207818683017,3.2,67
Hospital #713,Bangalore,Karnataka,Bangalore Urban,4378.0,12.895493567737756,77.56243173814318,4.8,8332
Hospital #714,Bangalore,Karnataka,Bangalore Urban,4378.0,13.11100438177747,77.58833708487532,3.7,258
Hospital #715,Bangalore,Karnataka,Bangalore Urban,4378.0,12.93500566744184,77.43563474817077,4.1,726
Hospital #716,Bangalore,Karnataka,Bangalore Urban,4378.0,12.986219501625644,77.59861385970997,4.6,5144
Hospital #717,Bangalore,Karnataka,Bangalore Urban,4378.0,13.051090307517663,77.60153039291568,3.6,412
Hospital #718,Bangalore,Karnataka,Bangalore Urban,4378.0,12.941987867271216,77.53242409130989,4.7,705
Hospital #719,Bangalore,Karnataka,Bangalore Urban,4378.0,12.904250096191422,77.52252700154986,4.0,495
Hospital #720,Bangalore,Karnataka,Bangalore Urban,4378.0,12.923373918670263,77.57233800891568,4.0,766
Hospital #721,Bangalore,Karnataka,Bangalore Urban,4378.0,12.904383919841855,77.54194691668599,4.0,161
Hospital #722,Bangalore,Karnataka,Bangalore Urban,4378.0,12.975663978723135,77.64127365033967,3.6,1150
Hospital #723,Bangalore,Karnataka,Bangalore Urban,4378.0,12.968144904279873,77.57236018446247,4.1,315
Hospital #724,Bangalore,Karnataka,Bangalore Urban,4378.0,12.94829490759458,77.70129519735754,3.5,642
Hospital #725,Bangalore,Karnataka,Bangalore Urban,4378.0,12.998025485617472,77.57741813642723,3.3,257
Hospital #726,Bangalore,Karnataka,Bangalore Urban,4378.0,13.047179668627653,77.50515930059213,4.6,1263
Hospital #727,Bangalore,Karnataka,Bangalore Urban,4378.0,13.148112675681611,77.66358509864897,4.9,112
Hospital #728,Bangalore,Karnataka,Bangalore Urban,4378.0,12.950477177996902,77.596309979732,4.6,4792
Hospital #729,Bangalore,Karnataka,Bangalore Urban,4378.0,12.9295593437005,77.5798308316968,4.8,13479
Hospital #730,Bangalore,Karnataka,Bangalore Urban,4378.0,13.009618620702684,77.7490141894578,3.7,945
Hospital #731,Bangalore,Karnataka,Bangalore Urban,4378.0,13.11703099583298,77.55524170101673,4.3,177
Hospital #732,Bangalore,Karnataka,Bangalore Urban,4378.0,13.070366497109596,77.63499534436495,4.9,112
Hospital #733,Bangalore,Karnataka,Bangalore Urban,4378.0,12.989062154817052,77.61144745209475,3.5,361
Hospital #734,Bangalore,Karnataka,Bangalore Urban,4378.0,12.790553834788348,77.74478548626313,4.0,935
Hospital #735,Bangalore,Karnataka,Bangalore Urban,4378.0,12.879732951019244,77.80008514507756,3.1,1
Hospital #736,Bangalore,Karnataka,Bangalore Urban,4378.0,13.062479287325022,77.49269692638154,4.4,3513
Hospital #737,Bangalore,Karnataka,Bangalore Urban,4378.0,13.039523668381555,77.59489178537974,4.6,237
Hospital #738,Bangalore,Karnataka,Bangalore Urban,4378.0,12.951044699104102,77.49789256539788,4.6,2545
Hospital #739,Bangalore,Karnataka,Bangalore Urban,4378.0,12.875720696183368,77.55361755044058,4.1,163
Hospital #740,Bangalore,Karnataka,Bangalore Urban,4378.0,12.901991208845176,77.64332480749766,4.2,152
Hospital #741,Bangalore,Karnataka,Bangalore Urban,4378.0,12.930100576496834,77.5712739644582,3.6,96
Hospital #742,Bantwal,Karnataka,Dakshina Kannada,457.0,12.8824375,75.0293679,3.2,69
Hospital #743,Belgaum,Karnataka,Belagavi,356.0,15.807735607473784,74.4835070168695,3.2,71
Hospital #744,Belgaum,Karnataka,Belagavi,356.0,15.83004341479483,74.45806784156946,4.9,86
Hospital #745,Belgaum,Karnataka,Belagavi,356.0,15.89990076055294,74.52043658829152,3.7,1056
Hospital #746,Belgaum,Karnataka,Belagavi,356.0,15.881096481925113,74.50990080427631,3.3,36
Hospital #747,Belguam,Karnataka,Belagavi,356.0,15.964695927151348,74.66785224993042,2.4,7
Hospital #748,Belguam,Karnataka,Belagavi,356.0,15.838880369756364,74.44394026267648,3.4,65
Hospital #749,Belguam,Karnataka,Belagavi,356.0,15.891205553221472,74.53343902417686,3.3,75
Hospital #750,Belguam,Karnataka,Belagavi,356.0,15.817625473238792,74.46590410051631,4.2,414
Hospital #751,Belguam,Karnataka,Belagavi,356.0,15.859749763611456,74.47147293850554,4.7,159
Hospital #752,Bellary,Karnataka,Ballari,330.0,15.1963125,76.6563679,3.7,232
Hospital #753,Bellary,Karnataka,Ballari,330.0,15.165595699377093,76.90985433199886,2.9,6
Hospital #754,Bellary,Karnataka,Ballari,330.0,15.157700796786235,76.92753919306739,4.3,218
Hospital #755,Bidar,Karnataka,Bidar,312.0,18.02614448941741,77.53332959828977,3.1,46
Hospital #756,Bidar,Karnataka,Bidar,312.0,17.888160094021423,77.47798735655226,3.8,189
Hospital #757,Bidar,Karnataka,Bidar,312.0,17.895762934257082,77.47536947326455,3.8,129
Hospital #758,Bijapur,Karnataka,Bijapur,207.0,16.819660319566342,75.69712815970877,3.9,110
Hospital #758,Bijapur,Karnataka,Bijapur,35.0,16.819660319566342,75.69712815970877,3.9,110
Hospital #759,Bijapur,Karnataka,Bijapur,207.0,16.816205281349582,75.72203292774856,3.9,193
Hospital #759,Bijapur,Karnataka,Bijapur,35.0,16.816205281349582,75.72203292774856,3.9,193
Hospital #760,Bijapur,Karnataka,Bijapur,207.0,16.83864478177399,75.60299989795568,3.5,35
Hospital #760,Bijapur,Karnataka,Bijapur,35.0,16.83864478177399,75.60299989795568,3.5,35
Hospital #761,Bijapur,Karnataka,Bijapur,207.0,12.80754281466761,77.37452482313164,3.4,36
Hospital #761,Bijapur,Karnataka,Bijapur,35.0,12.80754281466761,77.37452482313164,3.4,36
Hospital #762,Binaga,Karnataka,Uttara Kannada,132.0,12.952795950731904,77.58217820049379,3.6,300
Hospital #763,Chamrajnagar,Karnataka,Chamarajanagar,200.0,13.308232046903097,75.72224842119125,3.2,82
Hospital #764,Chickmangalore,Karnataka,Chikmagalur,158.0,13.322904315779049,75.76248674705275,4.8,298
Hospital #765,Chickmangalore,Karnataka,Chikmagalur,158.0,13.5569375,76.0099929,3.8,10
Hospital #766,Chikmagalaur,Karnataka,Chikmagalur,158.0,13.35583379963619,75.78446281626849,3.5,113
Hospital #767,Chikmagalaur,Karnataka,Chikmagalur,158.0,13.372062405607585,75.78025426263785,4.2,159
Hospital #768,Chikmaglur,Karnataka,Chikmagalur,158.0,13.3373591408599,75.77503150615682,4.5,2044
Hospital #769,Chitradurga,Karnataka,Chitradurga,197.0,14.212330554835807,76.38672402964353,3.8,3
Hospital #770,Chitradurga,Karnataka,Chitradurga,197.0,14.229574625972315,76.39483036187912,4.4,77
Hospital #771,Chitradurga,Karnataka,Chitradurga,197.0,14.470031145980553,75.91042526104344,4.5,11
Hospital #772,Davangere,Karnataka,Davanagere,370.0,14.470570030807623,75.9097332913068,3.1,280
Hospital #773,Davangere,Karnataka,Davanagere,370.0,14.457043607824271,75.91450496940834,4.8,2338
Hospital #774,Davangere,Karnataka,Davanagere,370.0,14.442734769079536,75.92043887089106,4.4,67
Hospital #775,Davangere,Karnataka,Davanagere,370.0,15.426953574623486,74.901842749446,3.5,24
Hospital #776,Dharwad,Karnataka,Dharwad,434.0,15.450476184839076,75.04064130034695,3.4,158
Hospital #777,Dharwad,Karnataka,Dharwad,434.0,15.311929997220428,74.94823925611263,3.1,9
Hospital #778,Dharwad,Karnataka,Dharwad,434.0,15.417304991666274,75.03993740466142,4.1,3019
Hospital #779,Dharwad,Karnataka,Dharwad,434.0,15.500472836290498,75.05123694659294,3.5,68
Hospital #780,Gokak,Karnataka,Belagavi,356.0,16.1649375,74.8423679,4.1,38
Hospital #781,Gulbarga,Karnataka,Kalaburagi,233.0,17.313327861185165,76.73168222375446,3.6,4
Hospital #782,Gulbarga,Karnataka,Kalaburagi,233.0,17.33189930494152,76.720015466826,3.3,70
Hospital #783,Gulbarga,Karnataka,Kalaburagi,233.0,17.360200466749568,76.87300777065141,3.1,68
Hospital #784,Gulbarga,Karnataka,Kalaburagi,233.0,17.296018711376064,76.87183445935476,4.4,21
